id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
8988451	New York City Living	46953097	Lauren	Bronx	Concourse Village	40.82705	-73.91337	Private room	95	2	6	42596	0.14	1	173
23358691	Spacious bright room in 2 bedroom apartment	44951851	Yaakov	Brooklyn	Crown Heights	40.66505	-73.95445	Private room	50	3	1	43176	0.06	2	0
9984143	Quiet Riverside Park 1 bdrm w gym	51300628	Peter	Manhattan	Upper West Side	40.7939	-73.9761	Entire home/apt	199	10	0			1	0
19876292	Cute & Cosy in West Village	24607072	Luke	Manhattan	West Village	40.73673	-74.00836	Entire home/apt	150	3	3	42982	0.13	1	0
42580	Parlor Room In Victorian Townhouse	137814	Waldemar	Brooklyn	Clinton Hill	40.68843	-73.96408	Private room	70	2	294	43640	3.47	3	336
13112297	Luxurious SOHO 2 BR Washington Sq Park	61391963	Corporate Housing	Manhattan	Greenwich Village	40.72807	-74.00041	Entire home/apt	159	30	4	43632	0.14	91	281
34483443	Are You Ready for Central Park State of Mind?	260425153	Park Lane	Manhattan	Midtown	40.76559	-73.97632	Private room	425	1	1	43624	1	14	340
35006121	Best Value ❤️Memorable Vacation	155313109	Alex	Manhattan	Midtown	40.76383	-73.98368	Entire home/apt	149	1	15	43647	9.78	1	121
12403252	Suite One at Bryant Manor	67069129	Kevin	Manhattan	Harlem	40.80967	-73.95295	Entire home/apt	175	2	136	43639	3.51	2	280
7535342	2 BR in Times Sq: The heart of NYC	16387794	Layka	Manhattan	Hell's Kitchen	40.7603	-73.99222	Entire home/apt	200	3	203	43645	4.27	1	271
12872882	HUGE Willamsburg Duplex Loft	4391441	Mark	Brooklyn	Williamsburg	40.70678	-73.94918	Entire home/apt	190	2	84	43614	2.19	1	8
4550557	Bright LARGE 2 BEDS! near Manhattan	23591164	Angela	Queens	East Elmhurst	40.7668	-73.87759	Private room	65	1	426	43633	7.53	4	312
16423080	Private Studio Apartment close to ferry and subway	15231187	Conor	Brooklyn	Greenpoint	40.73203	-73.95572	Entire home/apt	89	3	69	43629	2.25	1	0
6237065	NEW YORK CITY WITH AN OCEAN BREEZE	32365131	Sawyer	Brooklyn	Brighton Beach	40.58148	-73.96696	Private room	129	3	0			1	365
1215836	Prospect Park Apt	6533489	Ryan	Brooklyn	Crown Heights	40.67394	-73.95951	Entire home/apt	150	2	1	42908	0.04	1	0
30696051	Modern Spacious Studio just 1 min To Bus Stop	120912613	Sanny	Queens	Glendale	40.6998	-73.89351	Entire home/apt	99	2	28	43652	5.12	1	289
2650690	Carroll Gardens entire apartment	7706697	Barbara	Brooklyn	Carroll Gardens	40.67909	-73.996	Private room	150	4	0			2	257
10824421	"Large Apartment in Greenpoint, BK"	7911103	David	Brooklyn	Greenpoint	40.72639	-73.94764	Entire home/apt	205	2	0			1	0
20285257	Sunny One Bedroom	20279155	Alec	Manhattan	Chinatown	40.7134	-73.99069	Entire home/apt	150	1	0			1	0
26516462	M2 A cozy well lit room sleeps 2 on  2 single beds	295128	Carol Gloria	Bronx	Clason Point	40.81309	-73.85367	Private room	70	1	3	43583	0.47	7	360
8817102	Sunlit Bedroom in Forest Hills Apartment	4430927	Martha	Queens	Forest Hills	40.73122	-73.85302	Private room	32	60	3	43455	0.08	1	0
16755891	"Hip, Vibrant, COLORFUL Downtown Manhattan 1 Bed"	21126633	Evan	Manhattan	Chinatown	40.71489	-73.99459	Entire home/apt	200	2	45	43649	1.64	1	159
29074233	A Cozy Beautiful  Brooklyn Overlooking Park space	49745989	Meir	Brooklyn	Crown Heights	40.67175	-73.9436	Entire home/apt	80	4	12	43650	1.86	1	29
8931373	Delightful flat near the Park	719497	Cinjon	Manhattan	Harlem	40.81425	-73.9516	Private room	75	3	0			1	0
30860048	comfortable room with cheap fee	230720666	Xiao	Manhattan	Financial District	40.70612	-74.01585	Private room	80	3	0			1	133
13493430	"Fully Furnished, sunny 2BR 1BA Summer sublet!"	3341869	Erez	Brooklyn	Kensington	40.64328	-73.97506	Entire home/apt	85	7	1	42596	0.03	1	0
30037000	Calm apartment in Brooklyn	3297399	Adero	Brooklyn	East Flatbush	40.64391	-73.94833	Entire home/apt	57	1	6	43473	0.8	1	0
29611279	"Quiet, light-filled, Soho apartment"	1940275	Alison	Manhattan	SoHo	40.72498	-74.00262	Entire home/apt	170	2	19	43640	2.64	1	184
12370347	Super Sunny Room with Fireplace!	116382	Anthony	Brooklyn	Crown Heights	40.66882	-73.9404	Private room	48	2	107	43645	2.74	5	268
25421873	Spacious Room Seconds from Graham L - Williamsburg	191892665	Jonathan	Brooklyn	Williamsburg	40.71413	-73.94467	Private room	73	21	0			1	0
14322170	Sweet & Artsy Williamsburg Room	21697957	Saba	Brooklyn	Williamsburg	40.70652	-73.94054	Private room	65	1	1	42590	0.03	1	0
34709658	Hudson Yards 2 bedrooms apartment- 4-5 ppl	240099532	Luiggi	Manhattan	Hell's Kitchen	40.75445	-73.99707	Entire home/apt	269	2	8	43642	5.45	1	252
17746222	Perfect bedroom. Near Subways Columbia CityCollege	16721721	Federico	Manhattan	Harlem	40.8153	-73.9508	Private room	65	2	18	43408	0.64	1	0
29183838	Emerald Bedroom	119669058	Melissa	Brooklyn	Bedford-Stuyvesant	40.69261	-73.95706	Private room	49	2	10	43634	1.14	34	313
9492678	Gorgeous 1BR in Williamsburg church	1335392	Matthew	Brooklyn	Williamsburg	40.71584	-73.95868	Entire home/apt	450	2	0			1	0
35000981	Amazing 6bd/2ba Duplex w/ Patio 5 mins to NYC	219908197	Anthony	Brooklyn	Williamsburg	40.71779	-73.94232	Entire home/apt	495	2	1	43629	1	3	341
5180624	"Cozy Room in Bushwick, Brooklyn"	26794599	Carmen	Brooklyn	Bushwick	40.69237	-73.92097	Private room	60	2	1	42268	0.02	1	0
28002981	Beautiful Historic Home in Brooklyn	8792814	Caroline	Brooklyn	Prospect-Lefferts Gardens	40.66318	-73.95372	Entire home/apt	200	1	2	43375	0.21	10	220
3095119	"Great apartment, heart of Brooklyn"	15740819	Heather	Brooklyn	Fort Greene	40.69071	-73.97057	Entire home/apt	200	30	38	42947	0.63	2	5
34156436	Stunning 2 Bedrooms Apt Central Park West	257891606	Paola	Manhattan	Upper West Side	40.78198	-73.97571	Entire home/apt	249	1	13	43650	7.22	1	29
2919062	Spacious 1 Bedroom in LIC	14906518	Michael	Queens	Long Island City	40.74923	-73.94962	Entire home/apt	119	3	2	42646	0.05	1	0
28614344	6MinTrainBackRoom/Maimonides-Lutheran industryCity	215884830	Magdalena	Brooklyn	Sunset Park	40.65135	-74.00487	Private room	55	1	18	43647	1.87	4	161
33186981	Beautiful apartment in Bedstuy Brooklyn	72031522	Vanessa	Brooklyn	Bedford-Stuyvesant	40.6802	-73.93436	Private room	60	2	9	43631	2.76	1	22
29816922	Bright warmth 2min bus 4min subway 窗下凉台花园房｡	196058543	美德	Queens	Forest Hills	40.71988	-73.83922	Shared room	35	3	24	43648	3.13	5	236
22446205	Brooklyn clean and quiet	164456084	Roody	Brooklyn	Canarsie	40.63409	-73.89383	Private room	27	1	0			1	0
15784377	"Sixth Ave Chelsea, 1bd Serviced Apartment*"	22541573	Ken	Manhattan	Chelsea	40.74584	-73.99103	Entire home/apt	229	30	3	43532	0.12	87	364
29775262	Private Room in Beautiful Brooklyn Apt!	41389252	Evan	Brooklyn	Bedford-Stuyvesant	40.67893	-73.94318	Private room	60	3	7	43618	1.59	1	58
6833911	Bright art loft in E. Williamsburg	28509737	Michael	Brooklyn	Williamsburg	40.70299	-73.93585	Private room	59	5	2	42248	0.04	2	0
5672196	"Come, relax, and explore NYC"	29408218	Corey	Brooklyn	Crown Heights	40.67092	-73.95301	Private room	50	1	0			1	0
23105764	"2 Br Apt Steps to LGA, Near Citified JFK,Manhattan"	156948703	Asad	Queens	East Elmhurst	40.77074	-73.87342	Entire home/apt	257	1	95	43647	6.51	6	341
5224210	Feel at home	1220404	Tom	Brooklyn	East New York	40.66811	-73.89394	Entire home/apt	100	2	1	42493	0.03	2	292
24264371	Comfy Private Room	182976972	Annero	Brooklyn	East Flatbush	40.64929	-73.92647	Private room	40	3	39	43648	2.64	2	263
23583380	"Cozy Brooklyn Room, Close to Everything :)"	30436005	Ashley	Brooklyn	Bedford-Stuyvesant	40.69639	-73.93724	Private room	48	3	0			1	0
22191302	Charming Light Filled Studio in Williamsburg	6317137	Jessica	Brooklyn	Williamsburg	40.71795	-73.95096	Entire home/apt	180	2	1	43467	0.16	1	0
31052540	“Quincy Manor” in the heart of Bedford-Stuyvesant.	82735692	David	Brooklyn	Bedford-Stuyvesant	40.68858	-73.94534	Entire home/apt	100	2	20	43653	3.16	1	273
13113202	Private room with detached private bathroom	69427329	Michelle & Eddie	Queens	Elmhurst	40.73849	-73.87606	Private room	49	1	65	43647	1.7	6	355
9917384	Sunny Brooklyn 1 BR Condo with Balcony	50988308	Ashley	Brooklyn	Gowanus	40.66896	-73.9918	Entire home/apt	178	2	12	43443	0.56	1	0
9756236	Quiet and large one bedroom	18954539	Tamara	Manhattan	Upper East Side	40.76374	-73.96583	Entire home/apt	200	1	0			1	0
16535746	"new penthouse w/ balcony,  city+waterfront views"	1363848	Matthew	Brooklyn	Park Slope	40.67129	-73.98537	Entire home/apt	249	5	18	43646	0.67	1	54
23150033	Spacious zen apartment. Close to King's hwy stop.	172067924	Ekaterina	Brooklyn	Midwood	40.61182	-73.95436	Entire home/apt	100	3	0			1	0
34336194	ROOM # 7 Near to JFK & LGA airport	258589420	Diego	Queens	Richmond Hill	40.68782	-73.83348	Private room	53	1	12	43652	5.37	7	180
32890299	"Able to walk to free ferry in Manhattan. Many,Bus"	244544373	Valerie	Staten Island	St. George	40.63894	-74.08069	Private room	100	1	1	43640	1	2	365
19013613	4 Bed 3.5 Bath in Manhattan	129474716	Abcstay	Manhattan	West Village	40.73983	-74.00586	Entire home/apt	1599	30	6	43119	0.24	1	0
10939710	NEW YORK LOFTLIKE APARTMENT	9192860	Alex	Queens	Ridgewood	40.70286	-73.90649	Private room	71	3	62	43625	2.76	1	291
18916917	Dynamic Solitude	32613511	Geetika	Manhattan	Midtown	40.74384	-73.98243	Shared room	55	1	1	42884	0.04	1	0
29282847	Spacious Central Park Apartment	80026984	Keziah	Manhattan	Harlem	40.80132	-73.95496	Entire home/apt	195	3	3	43648	0.4	1	239
13077317	"East 29th Street, Luxury Studio in NOMAD"	22541573	Ken	Manhattan	Midtown	40.74426	-73.98535	Entire home/apt	192	30	0			87	334
13078166	West 15th Street Cozy Chelsea Studio Serviced Apt	22541573	Ken	Manhattan	Chelsea	40.73929	-73.9999	Entire home/apt	179	30	0			87	273
4512329	Spacious Room in Sugar Hill	16685925	Douglas	Manhattan	Washington Heights	40.83089	-73.94125	Private room	49	3	3	42565	0.05	2	0
9364626	"Your sunny, large room in Brooklyn!"	22141007	Sarine	Brooklyn	Prospect Heights	40.68048	-73.97463	Private room	75	2	0			1	0
27015464	Studio Penthouse	176950173	Aka	Manhattan	Midtown	40.76459	-73.97529	Entire home/apt	395	1	0			2	328
29104786	Amazing room for your  holidays	16965783	Luca	Manhattan	Harlem	40.82452	-73.94427	Private room	56	3	17	43638	2.63	1	228
14503754	Cozy Brownstone Apartment in Brooklyn	89579683	Tonya	Brooklyn	Crown Heights	40.6707	-73.94793	Entire home/apt	135	3	39	43328	1.12	1	311
19247305	Midcentury Minimalist 1BR in Prime Williamsburg	22176151	Lianne	Brooklyn	Williamsburg	40.71576	-73.96084	Entire home/apt	225	2	5	43087	0.21	1	0
31313806	"new,  private entrance, pvt room and pvt bath"	49101398	Nicholas	Brooklyn	Gravesend	40.59741	-73.9752	Private room	59	2	18	43653	3.16	3	118
34569454	Surf-N-Sleep By the Sea Studio	260842282	Andy	Queens	Arverne	40.59269	-73.79635	Entire home/apt	95	2	6	43647	3.46	1	348
26334022	Master bedroom. 20 min. train to Time Square!	197334240	Angelica	Manhattan	Harlem	40.81493	-73.94403	Private room	69	1	67	43631	5.39	2	170
11569227	Beautiful Modern Studio in Bushwick	1432593	Val	Brooklyn	Bushwick	40.70024	-73.92055	Entire home/apt	115	3	33	43649	0.89	1	20
13129120	"Central Park Bedroom - Spacious, Sunny, Subway"	21077880	Camille	Manhattan	East Harlem	40.79525	-73.94912	Private room	80	2	29	43651	1.96	1	3
4499976	Large Sunny 2 Bedroom + den - UWS	23338742	Aneela	Manhattan	Upper West Side	40.78878	-73.97386	Entire home/apt	225	30	17	43266	0.31	1	179
22066635	2 bedrooms apartment in Williamsburg- Brooklyn	9831905	Alice	Brooklyn	Williamsburg	40.71793	-73.95772	Entire home/apt	230	7	0			1	0
34687140	Bensonhurst	261651359	Suraye	Brooklyn	Bensonhurst	40.60475	-73.99213	Private room	60	3	0			1	178
20440432	Awesome Room 15 Minutes from Time Square	145872703	Cesar	Manhattan	Harlem	40.82198	-73.95771	Private room	85	2	26	43625	1.17	2	355
36076335	★ Premier Room with 2 Queen Beds ★	270874051	Hotel Vetiver	Queens	Long Island City	40.75258	-73.93475	Private room	119	1	0			8	333
34447529	Cozy UWS Studio Near Riverside Park	260046126	Morad	Manhattan	Upper West Side	40.78958	-73.9794	Entire home/apt	165	1	2	43646	1.33	1	346
9253505	Spacious room in Midtown East	3001268	Tianni	Manhattan	Midtown	40.75261	-73.97063	Private room	99	1	0			1	0
27494148	ONLY 4.3 MILES TO MANHATTAN	54438083	Charles	Queens	Maspeth	40.72373	-73.90881	Entire home/apt	196	2	21	43646	1.87	3	202
23761645	2BR Wakefield Bronx 20 min NYC 10 min  Westchester	16851857	Paul	Bronx	Wakefield	40.89691	-73.85121	Entire home/apt	69	21	11	43523	0.75	4	343
3435260	Private Sunny Room in Park Slope	17315514	Ana	Brooklyn	Sunset Park	40.66201	-73.99719	Private room	50	10	1	42682	0.03	2	0
5756643	Spacious Private room near Columbia University	4275400	Siwen	Manhattan	Morningside Heights	40.80317	-73.96338	Private room	50	20	0			1	0
18195445	Modern and sunny in the heart of Prospect Heights!	7433941	Diana	Brooklyn	Crown Heights	40.6778	-73.96321	Entire home/apt	85	3	5	43602	0.64	1	0
12086351	Peaceful Private Room In Warm Brooklyn Apt	4462547	Ryan	Brooklyn	Prospect Heights	40.67834	-73.96685	Private room	37	180	0			1	0
25781295	Big private room in Sunnyside NYC 7 min Subway	58234433	Martin	Queens	Sunnyside	40.73575	-73.9206	Private room	89	1	12	43632	0.93	8	282
19280513	Charming -One bedroom -Williamsburg	18747504	Schimpff	Brooklyn	Williamsburg	40.71886	-73.95695	Private room	100	2	1	42908	0.04	1	0
30325604	1 BDRM avail in sunny apartment in Williamsburg	10860700	Sarah	Brooklyn	Williamsburg	40.71293	-73.94283	Private room	120	2	11	43637	1.76	2	117
24162681	Bedstuy Cozy Go Green	128217748	Kris	Brooklyn	Bedford-Stuyvesant	40.68374	-73.9456	Private room	50	1	114	43639	7.57	3	363
10525616	Prime Park Slope Apartment	14076423	J	Brooklyn	Park Slope	40.67626	-73.98211	Entire home/apt	175	7	43	43313	1.07	1	0
24370001	Stunning Rare Garden Family Home w/Loft! #10303	8961407	Jamie	Manhattan	Harlem	40.80569	-73.94848	Entire home/apt	450	3	38	43647	3.21	3	302
13997552	Modern 2-bedroom apartment near subway and parks	44502437	Negra	Queens	Astoria	40.75687	-73.91597	Entire home/apt	135	2	135	43652	3.8	1	168
36417651	Mid-century Modern Studio on UWS	11270687	Lauren	Manhattan	Upper West Side	40.79873	-73.96938	Entire home/apt	150	2	0			1	74
25870448	Cozy Brooklyn two level apartment with a backyard	5368201	Céline	Brooklyn	Bedford-Stuyvesant	40.68565	-73.92599	Entire home/apt	195	7	0			1	20
419373	Stylish Loft w/Lovely Backyard	2085639	Eada	Brooklyn	Bedford-Stuyvesant	40.68838	-73.94193	Entire home/apt	90	2	206	43646	2.4	1	236
33804214	Studio sized room in Midtown-East Manhattan	136122177	Elizabeth	Manhattan	Kips Bay	40.74263	-73.97639	Private room	100	6	3	43616	1.3	1	0
34814184	Shared Room By Times Square near Central Park 3	262360035	Kuzey	Manhattan	Hell's Kitchen	40.76391	-73.98892	Shared room	75	1	3	43640	2.2	6	365
32316532	Cozy Quaint Brooklyn Apartment	187877117	Skylar	Brooklyn	Crown Heights	40.67111	-73.92237	Entire home/apt	125	2	11	43653	2.6	1	128
28950019	Bed room close to NYC⬆︎ with lots of sun light☀️	43044876	Haruhisa	Queens	Elmhurst	40.73655	-73.87762	Private room	40	29	2	43584	0.55	5	32
5141379	True 1BR Apt in Greenwich Village	21112602	Maggie	Manhattan	Greenwich Village	40.73253	-73.99826	Entire home/apt	198	2	15	42642	0.29	1	0
20746887	"Spacious bedroom, next to Subway, mins to park!"	148590716	Ana	Manhattan	Inwood	40.86339	-73.92045	Private room	60	2	75	43640	3.37	1	332
1798271	Spacious center hall colonial	9430973	Donna	Staten Island	Woodrow	40.53884	-74.19826	Entire home/apt	700	7	0			1	0
34331925	Entire Flat in Perfect Location (Nolita)	2463994	Kiarash	Manhattan	Nolita	40.72223	-73.99544	Entire home/apt	200	1	1	43599	0.54	1	0
6610244	Sunny Jewel In Historic Harlem	7701992	Grace	Manhattan	Harlem	40.82536	-73.94383	Entire home/apt	130	1	0			1	0
34570862	Sonder | 116 John | Warm Studio + Gym	219517861	Sonder (NYC)	Manhattan	Financial District	40.70643	-74.00519	Entire home/apt	100	29	0			327	345
285716	Great spacious room by the L train!	1487126	Anamaria	Brooklyn	Bushwick	40.69657	-73.9129	Private room	47	15	5	41528	0.06	1	0
3785438	Quiet Oasis in the Middle of it All	16437254	Benjamin	Brooklyn	Fort Greene	40.68961	-73.97781	Entire home/apt	158	30	5	43554	0.1	21	278
27032162	"Private big one bedroom apt, Brooklyn,NY"	203397896	Teola	Brooklyn	Brownsville	40.66648	-73.91375	Entire home/apt	98	2	40	43640	4.15	1	223
4171692	Luxe New Queen Br near Subways	17462748	Steven	Brooklyn	Crown Heights	40.67412	-73.93833	Private room	70	5	92	43652	1.58	5	148
31486254	Luxury 2 Bedroom Apartment 15 Mins from Manhattan	1788443	Aaron	Brooklyn	Bushwick	40.69568	-73.93203	Entire home/apt	175	2	23	43652	4.06	1	227
13407615	Lovely Apt. in Heart of Brooklyn	20754497	Robert	Brooklyn	Crown Heights	40.66703	-73.94054	Private room	65	1	101	43613	2.7	1	309
2284484	Sunny & Spacious Upper West Side One Bedroom Apt	11669123	Kaley	Manhattan	Upper West Side	40.79822	-73.97059	Entire home/apt	85	5	0			1	0
22368751	Bright Luxury Apartment with Amazing View of City	20800727	Amirhos	Brooklyn	Fort Greene	40.69064	-73.97898	Entire home/apt	200	5	0			1	0
33288663	Sun drenched private apartment	17247001	Erin	Brooklyn	Crown Heights	40.67704	-73.95957	Entire home/apt	140	1	3	43649	1.58	1	13
30667058	Art Deco Soho Loft	22916874	Brian	Manhattan	Nolita	40.72182	-73.99567	Entire home/apt	250	2	28	43638	3.98	1	0
9597031	Cozy Apartment 20 min to Manhattan!	49671297	Kujtim	Queens	Ridgewood	40.70777	-73.898	Entire home/apt	100	3	27	43339	0.63	1	107
17346379	"Bright, comfy, elegant room near Express Train"	5334697	Shane	Manhattan	Washington Heights	40.84099	-73.93694	Private room	73	5	41	43637	1.45	3	228
32048047	Artist Loft Bushwick up to 4 guests	65800377	Benny	Brooklyn	Bushwick	40.70053	-73.92314	Private room	150	3	0			3	28
34371913	Brand New Luxury Apartment by Prospect Park	6080024	Jessica	Brooklyn	Flatbush	40.65365	-73.95592	Private room	75	1	3	43627	1.64	1	0
6955782	The Sweet Spot!	21976382	Emily	Brooklyn	Boerum Hill	40.68564	-73.98408	Entire home/apt	105	14	48	43608	1.02	1	74
13651334	Beautiful and huge room.	810050	Gladys	Manhattan	Harlem	40.82633	-73.94459	Private room	60	1	1	42560	0.03	1	157
35313119	Beautiful light and airy 2 bed in luxury building	265866685	Mindy	Brooklyn	Bushwick	40.69888	-73.93075	Entire home/apt	249	7	2	43647	2	2	179
33072804	34th and 6th Ave - Doorman Gym Roofdeck 1 bed 5234	16098958	Jeremy & Laura	Manhattan	Midtown	40.74909	-73.98657	Entire home/apt	170	30	1	43597	0.51	96	345
8974316	"Great room in Upper Manhattan, New York!!!"	4154037	Rajiv	Manhattan	Harlem	40.82325	-73.94444	Private room	47	14	19	43611	0.54	2	210
25996748	"Full Apartment, 1 Bedroom"	18197276	Miguel	Bronx	Kingsbridge	40.88058	-73.90552	Entire home/apt	85	2	13	43466	1.05	1	0
6934770	Cozy and Large 1 bedroom Apartment	36356923	Ali	Queens	Astoria	40.76348	-73.91995	Private room	55	1	0			1	0
3737847	Sanctuary Close To Manhattan 	19107278	Jaime	Brooklyn	Bushwick	40.7001	-73.91204	Private room	50	5	2	42522	0.03	2	0
24000797	Stunning Brooklyn Suite	19202612	Anthony	Brooklyn	Canarsie	40.6302	-73.8997	Entire home/apt	80	3	13	43352	0.86	1	0
28582815	"Bright, spacious 2BR in classic brownstone"	137817563	Tal & Amarelle	Brooklyn	Bedford-Stuyvesant	40.683	-73.93669	Entire home/apt	110	28	1	43597	0.51	4	156
60680	The gem of the East Village	292630	Mich	Manhattan	East Village	40.72654	-73.98049	Entire home/apt	99	2	127	43636	1.22	1	320
25310497	Jade Bedroom	119669058	Melissa	Brooklyn	Bedford-Stuyvesant	40.69275	-73.95574	Private room	60	2	30	43626	2.22	34	310
8534267	STARTUP SPACE BROOKLYN	27974952	Alex	Brooklyn	East Flatbush	40.64487	-73.94919	Shared room	40	30	3	42736	0.07	7	360
30096719	Small studio in historic Clinton Hill	188896	Ellen	Brooklyn	Clinton Hill	40.6887	-73.96668	Entire home/apt	98	1	32	43648	4.1	2	257
6588947	Sunny Prospect Park 2 Bedroom	19233353	Kallie	Brooklyn	Prospect-Lefferts Gardens	40.65599	-73.95746	Private room	60	3	0			2	0
10100512	Room in spacious house in Brooklyn!	271073	Besanya	Brooklyn	Midwood	40.62391	-73.96146	Private room	30	1	0			1	0
14868158	Private Bedroom with Amazing Skyline View	93148942	Trey	Brooklyn	Bushwick	40.69945	-73.92771	Private room	50	1	9	42952	0.26	2	0
22258326	Gorgeous spacious renovated 1Bed in Hellskitchen!	42304005	Dina	Manhattan	Theater District	40.75957	-73.98798	Entire home/apt	151	2	18	43598	0.97	1	72
33368771	CHIC ASTORIA STUDIO**Near Subway**15minToCity	24201188	Monika	Queens	Astoria	40.75967	-73.91602	Entire home/apt	109	14	1	43646	1	2	52
14247423	"Cozy, cool, spacious Midtown!"	19793290	Daniel	Manhattan	Murray Hill	40.74796	-73.97949	Shared room	103	1	3	42607	0.08	1	0
12821417	"Private, Sunny Room in East Village"	69944410	Michelle	Manhattan	East Village	40.73054	-73.98339	Private room	100	7	1	42494	0.03	1	0
20482130	Beautiful space in Clinton Hill	15443448	Christian	Brooklyn	Clinton Hill	40.68448	-73.96385	Private room	59	3	2	43467	0.09	1	0
19053614	"ONLY 5 MIN TO MANHATAN, BRAND NEW APARTMENT"	69124870	Ana Y Victor	Brooklyn	Williamsburg	40.71118	-73.9608	Private room	400	1	49	43634	2.48	4	77
3646059	Quiet Room in East Williamsburg	17525930	Jillian	Brooklyn	Williamsburg	40.71566	-73.941	Private room	65	1	35	42687	0.88	1	0
33908307	Stuyvesant Heights quiet private Apartment	6790229	Jean-Yves	Brooklyn	Bedford-Stuyvesant	40.68682	-73.93493	Entire home/apt	130	29	1	43638	1	2	283
29984118	BEAUTIFUL Brownstone Apt in Historic Ft. Greene	3422235	Julia	Brooklyn	Fort Greene	40.68946	-73.97279	Entire home/apt	270	3	1	43442	0.14	1	125
18357865	Great 1 BR in the heart of the upper west side	3404698	Tal	Manhattan	Upper West Side	40.78693	-73.97558	Entire home/apt	150	30	1	42855	0.04	1	188
27938207	Private Room in Charming NYC Guest Suite (single)	50756378	Nina	Staten Island	Clifton	40.61706	-74.08567	Private room	50	2	8	43583	0.77	7	37
21745600	Full & Cozy Apartment at Bed-Stuy	4032781	Dinorah	Brooklyn	Bedford-Stuyvesant	40.68327	-73.94986	Entire home/apt	70	3	4	43102	0.21	1	0
28121788	Beautiful & Bright One-Bedroom in Hells Kitchen	1680013	Michael	Manhattan	Hell's Kitchen	40.76596	-73.98846	Entire home/apt	165	7	5	43574	0.53	1	0
31956547	Your Private Place in a Cozy Casa	135858587	Daniel	Brooklyn	Crown Heights	40.673	-73.95043	Private room	70	1	8	43651	2.53	1	75
3645284	Reno 2BR~Sleeps5~Prime Upper east~	2119276	Host	Manhattan	Upper East Side	40.76043	-73.95992	Entire home/apt	160	30	15	43562	0.25	39	333
14349588	DUMBO Brooklyn Authentic Loft	32207621	Cynthia	Brooklyn	DUMBO	40.70267	-73.98828	Private room	125	12	24	43401	0.69	1	0
2000156	Nice & cozy -  15min to Times Square-	3767367	Regina	Manhattan	Upper East Side	40.7838	-73.9482	Private room	90	3	97	43647	2.39	3	332
21434692	Modern Harlem Hamilton Heights Garden Apartment	111663504	Sumitra	Manhattan	Harlem	40.82794	-73.95118	Entire home/apt	150	2	69	43649	3.36	1	69
29570887	"LARGE ROOM ‘N CLINTON HILL, Brooklyn, w / LAUNDRY!"	24124835	Danielle	Brooklyn	Bedford-Stuyvesant	40.68652	-73.95412	Private room	60	25	0			2	100
9279920	Charming Gramercy Studio Furnished	48190744	Samantha	Manhattan	Gramercy	40.73438	-73.98615	Entire home/apt	145	21	0			1	0
26142708	Yankee baseball stay	158215530	Deon	Bronx	Concourse	40.82753	-73.92463	Private room	200	1	0			2	365
22007950	Bushwick/Brooklyn Charming Private Room	49735439	Merida	Queens	Ridgewood	40.69587	-73.9045	Private room	65	3	1	43251	0.07	2	125
26982403	Enchanting 1BR near Times Sq w/ Indoor pool + Gym by Blueground	107434423	Blueground	Manhattan	Theater District	40.76196	-73.98536	Entire home/apt	280	30	2	43601	0.36	232	218
27896962	Private Studio with Backyard in Brooklyn	4324281	Jasmine	Brooklyn	Bedford-Stuyvesant	40.68231	-73.95202	Entire home/apt	75	2	17	43646	2.17	1	77
14741623	Cozy Private Bedroom and Bathroom in Brooklyn	39181402	Sarah	Brooklyn	Bedford-Stuyvesant	40.68179	-73.95252	Private room	48	3	67	43638	1.95	1	70
89621	"WONDERFUL, COMFORTABLE STUDIO"	209460	Marylyn	Brooklyn	Bedford-Stuyvesant	40.68048	-73.94911	Entire home/apt	90	3	218	43644	2.26	4	324
14959206	Cozy Modern Townhouse Studio Williamsburg BK	41177070	Dennis	Brooklyn	Williamsburg	40.71279	-73.94443	Entire home/apt	145	3	96	43642	2.87	2	0
17071462	Large comfortable room near Penn Station	3660702	Greg	Manhattan	Chelsea	40.7455	-73.9916	Private room	99	1	136	43637	4.62	4	61
28031654	Private Room in Luxury BK Apartment	156958091	Mayda	Brooklyn	Bushwick	40.6932	-73.90639	Private room	65	1	26	43608	2.52	3	0
26996408	Multicultural House	203123161	Luis	Bronx	Concourse	40.8212	-73.92859	Entire home/apt	80	3	40	43639	3.79	2	280
32062080	"Cozy, quiet room near Times Square"	2231216	Nick	Manhattan	Hell's Kitchen	40.75947	-73.99196	Private room	150	2	17	43644	3.59	1	16
32240068	Room	177449995	Jade	Queens	Woodside	40.74554	-73.89831	Private room	120	2	0			1	363
10448095	Private Studio in Beautiful Duplex	11742675	Malik	Manhattan	Upper East Side	40.77686	-73.95084	Private room	65	5	7	43038	0.19	2	0
25206375	Greenpoint Apartment	190452606	Kelly	Brooklyn	Greenpoint	40.73499	-73.95513	Private room	90	10	0			1	0
28644822	Home of the artists	162974717	Samantha	Brooklyn	Prospect-Lefferts Gardens	40.65787	-73.95927	Private room	60	1	15	43607	1.62	1	0
6452764	Spacious One Bedroom Apartment	33695968	R.J.	Brooklyn	Prospect-Lefferts Gardens	40.66102	-73.96224	Entire home/apt	74	2	0			1	0
